file1,file2,section,ssdeep,tlsh,mvhash,truth
who-coreutils_8-30_O2.text,chcon-coreutils_8-30_O2.text,text,0,-140,,no
who-coreutils_8-30_O2.rodata,chcon-coreutils_8-30_O2.rodata,rodata,41,-617,,no
who-coreutils_8-30_O2.data,chcon-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,groups-coreutils_8-30_O2,full,0,-274,,no
who-coreutils_8-30_O2.text,groups-coreutils_8-30_O2.text,text,0,-342,,no
who-coreutils_8-30_O2.rodata,groups-coreutils_8-30_O2.rodata,rodata,35,-437,,no
who-coreutils_8-30_O2.data,groups-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,sha512sum-coreutils_8-30_O2,full,0,-254,,no
who-coreutils_8-30_O2.text,sha512sum-coreutils_8-30_O2.text,text,0,-374,,no
who-coreutils_8-30_O2.rodata,sha512sum-coreutils_8-30_O2.rodata,rodata,32,-445,,no
who-coreutils_8-30_O2.data,sha512sum-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,link-coreutils_8-30_O2,full,0,-365,,no
who-coreutils_8-30_O2.text,link-coreutils_8-30_O2.text,text,0,-371,,no
who-coreutils_8-30_O2.rodata,link-coreutils_8-30_O2.rodata,rodata,41,-517,,no
who-coreutils_8-30_O2.data,link-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,unlink-coreutils_8-30_O2,full,0,-374,,no
who-coreutils_8-30_O2.text,unlink-coreutils_8-30_O2.text,text,0,-354,,no
who-coreutils_8-30_O2.rodata,unlink-coreutils_8-30_O2.rodata,rodata,40,-657,,no
who-coreutils_8-30_O2.data,unlink-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,false-coreutils_8-30_O2,full,0,-417,,no
who-coreutils_8-30_O2.text,false-coreutils_8-30_O2.text,text,0,-425,,no
who-coreutils_8-30_O2.rodata,false-coreutils_8-30_O2.rodata,rodata,40,-574,,no
who-coreutils_8-30_O2.data,false-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,dir-coreutils_8-30_O2,full,0,-502,,no
who-coreutils_8-30_O2.text,dir-coreutils_8-30_O2.text,text,0,-477,,no
who-coreutils_8-30_O2.rodata,dir-coreutils_8-30_O2.rodata,rodata,0,-1085,,no
who-coreutils_8-30_O2.data,dir-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,pathchk-coreutils_8-30_O2,full,0,-459,,no
who-coreutils_8-30_O2.text,pathchk-coreutils_8-30_O2.text,text,0,-311,,no
who-coreutils_8-30_O2.rodata,pathchk-coreutils_8-30_O2.rodata,rodata,33,-711,,no
who-coreutils_8-30_O2.data,pathchk-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,factor-coreutils_8-30_O2,full,0,-388,,no
who-coreutils_8-30_O2.text,factor-coreutils_8-30_O2.text,text,0,-234,,no
who-coreutils_8-30_O2.rodata,factor-coreutils_8-30_O2.rodata,rodata,0,-1102,,no
who-coreutils_8-30_O2.data,factor-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,tee-coreutils_8-30_O2,full,0,-225,,no
who-coreutils_8-30_O2.text,tee-coreutils_8-30_O2.text,text,0,-311,,no
who-coreutils_8-30_O2.rodata,tee-coreutils_8-30_O2.rodata,rodata,35,-608,,no
who-coreutils_8-30_O2.data,tee-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,od-coreutils_8-30_O2,full,0,-245,,no
who-coreutils_8-30_O2.text,od-coreutils_8-30_O2.text,text,0,-108,,no
who-coreutils_8-30_O2.rodata,od-coreutils_8-30_O2.rodata,rodata,35,-817,,no
who-coreutils_8-30_O2.data,od-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,stdbuf-coreutils_8-30_O2,full,0,-128,,no
who-coreutils_8-30_O2.text,stdbuf-coreutils_8-30_O2.text,text,0,-2,,no
who-coreutils_8-30_O2.rodata,stdbuf-coreutils_8-30_O2.rodata,rodata,38,-437,,no
who-coreutils_8-30_O2.data,stdbuf-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,paste-coreutils_8-30_O2,full,0,-354,,no
who-coreutils_8-30_O2.text,paste-coreutils_8-30_O2.text,text,0,-288,,no
who-coreutils_8-30_O2.rodata,paste-coreutils_8-30_O2.rodata,rodata,35,-631,,no
who-coreutils_8-30_O2.data,paste-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,echo-coreutils_8-30_O2,full,0,-325,,no
who-coreutils_8-30_O2.text,echo-coreutils_8-30_O2.text,text,0,-331,,no
who-coreutils_8-30_O2.rodata,echo-coreutils_8-30_O2.rodata,rodata,33,-660,,no
who-coreutils_8-30_O2.data,echo-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,tsort-coreutils_8-30_O2,full,0,-302,,no
who-coreutils_8-30_O2.text,tsort-coreutils_8-30_O2.text,text,0,-231,,no
who-coreutils_8-30_O2.rodata,tsort-coreutils_8-30_O2.rodata,rodata,36,-488,,no
who-coreutils_8-30_O2.data,tsort-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,chgrp-coreutils_8-30_O2,full,0,-151,,no
who-coreutils_8-30_O2.text,chgrp-coreutils_8-30_O2.text,text,0,-180,,no
who-coreutils_8-30_O2.rodata,chgrp-coreutils_8-30_O2.rodata,rodata,41,-748,,no
who-coreutils_8-30_O2.data,chgrp-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,nl-coreutils_8-30_O2,full,0,-182,,no
who-coreutils_8-30_O2.text,nl-coreutils_8-30_O2.text,text,0,-205,,no
who-coreutils_8-30_O2.rodata,nl-coreutils_8-30_O2.rodata,rodata,41,-508,,no
who-coreutils_8-30_O2.data,nl-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,expr-coreutils_8-30_O2,full,0,-80,,no
who-coreutils_8-30_O2.text,expr-coreutils_8-30_O2.text,text,0,-114,,no
who-coreutils_8-30_O2.rodata,expr-coreutils_8-30_O2.rodata,rodata,50,-588,,no
who-coreutils_8-30_O2.data,expr-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,head-coreutils_8-30_O2,full,0,-180,,no
who-coreutils_8-30_O2.text,head-coreutils_8-30_O2.text,text,0,-162,,no
who-coreutils_8-30_O2.rodata,head-coreutils_8-30_O2.rodata,rodata,38,-351,,no
who-coreutils_8-30_O2.data,head-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,yes-coreutils_8-30_O2,full,0,-377,,no
who-coreutils_8-30_O2.text,yes-coreutils_8-30_O2.text,text,0,-371,,no
who-coreutils_8-30_O2.rodata,yes-coreutils_8-30_O2.rodata,rodata,38,-862,,no
who-coreutils_8-30_O2.data,yes-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,[-coreutils_8-30_O2,full,0,-151,,no
who-coreutils_8-30_O2.text,[-coreutils_8-30_O2.text,text,0,-100,,no
who-coreutils_8-30_O2.rodata,[-coreutils_8-30_O2.rodata,rodata,43,-751,,no
who-coreutils_8-30_O2.data,[-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,cksum-coreutils_8-30_O2,full,0,-357,,no
who-coreutils_8-30_O2.text,cksum-coreutils_8-30_O2.text,text,0,-354,,no
who-coreutils_8-30_O2.rodata,cksum-coreutils_8-30_O2.rodata,rodata,0,-597,,no
who-coreutils_8-30_O2.data,cksum-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,base32-coreutils_8-30_O2,full,0,-245,,no
who-coreutils_8-30_O2.text,base32-coreutils_8-30_O2.text,text,0,-228,,no
who-coreutils_8-30_O2.rodata,base32-coreutils_8-30_O2.rodata,rodata,36,-422,,no
who-coreutils_8-30_O2.data,base32-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,kill-coreutils_8-30_O2,full,0,-174,,no
who-coreutils_8-30_O2.text,kill-coreutils_8-30_O2.text,text,0,-277,,no
who-coreutils_8-30_O2.rodata,kill-coreutils_8-30_O2.rodata,rodata,40,-311,,no
who-coreutils_8-30_O2.data,kill-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,hostid-coreutils_8-30_O2,full,0,-382,,no
who-coreutils_8-30_O2.text,hostid-coreutils_8-30_O2.text,text,0,-388,,no
who-coreutils_8-30_O2.rodata,hostid-coreutils_8-30_O2.rodata,rodata,33,-640,,no
who-coreutils_8-30_O2.data,hostid-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,sha256sum-coreutils_8-30_O2,full,0,-340,,no
who-coreutils_8-30_O2.text,sha256sum-coreutils_8-30_O2.text,text,0,-214,,no
who-coreutils_8-30_O2.rodata,sha256sum-coreutils_8-30_O2.rodata,rodata,36,-657,,no
who-coreutils_8-30_O2.data,sha256sum-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,timeout-coreutils_8-30_O2,full,0,-180,,no
who-coreutils_8-30_O2.text,timeout-coreutils_8-30_O2.text,text,0,-234,,no
who-coreutils_8-30_O2.rodata,timeout-coreutils_8-30_O2.rodata,rodata,44,-397,,no
who-coreutils_8-30_O2.data,timeout-coreutils_8-30_O2.data,data,0,,,no
who-coreutils_8-30_O2,comm-coreutils_8-30_O2,full,0,-142,,no
who-coreutils_8-30_O2.text,comm-coreutils_8-30_O2.text,text,0,-242,,no
who-coreutils_8-30_O2.rodata,comm-coreutils_8-30_O2.rodata,rodata,43,-351,,no
who-coreutils_8-30_O2.data,comm-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,realpath-coreutils_8-30_O2,full,0,-205,,no
printf-coreutils_8-30_O2.text,realpath-coreutils_8-30_O2.text,text,0,-162,,no
printf-coreutils_8-30_O2.rodata,realpath-coreutils_8-30_O2.rodata,rodata,0,-794,,no
printf-coreutils_8-30_O2.data,realpath-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,pinky-coreutils_8-30_O2,full,0,-465,,no
printf-coreutils_8-30_O2.text,pinky-coreutils_8-30_O2.text,text,0,-268,,no
printf-coreutils_8-30_O2.rodata,pinky-coreutils_8-30_O2.rodata,rodata,0,-728,,no
printf-coreutils_8-30_O2.data,pinky-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,id-coreutils_8-30_O2,full,0,-197,,no
printf-coreutils_8-30_O2.text,id-coreutils_8-30_O2.text,text,0,-300,,no
printf-coreutils_8-30_O2.rodata,id-coreutils_8-30_O2.rodata,rodata,0,-788,,no
printf-coreutils_8-30_O2.data,id-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,base64-coreutils_8-30_O2,full,0,-254,,no
printf-coreutils_8-30_O2.text,base64-coreutils_8-30_O2.text,text,0,-365,,no
printf-coreutils_8-30_O2.rodata,base64-coreutils_8-30_O2.rodata,rodata,0,-694,,no
printf-coreutils_8-30_O2.data,base64-coreutils_8-30_O2.data,data,19,,,no
printf-coreutils_8-30_O2,touch-coreutils_8-30_O2,full,0,-354,,no
printf-coreutils_8-30_O2.text,touch-coreutils_8-30_O2.text,text,0,-265,,no
printf-coreutils_8-30_O2.rodata,touch-coreutils_8-30_O2.rodata,rodata,0,-837,,no
printf-coreutils_8-30_O2.data,touch-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,cp-coreutils_8-30_O2,full,0,-434,,no
printf-coreutils_8-30_O2.text,cp-coreutils_8-30_O2.text,text,0,-420,,no
printf-coreutils_8-30_O2.rodata,cp-coreutils_8-30_O2.rodata,rodata,0,-908,,no
printf-coreutils_8-30_O2.data,cp-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,csplit-coreutils_8-30_O2,full,0,-142,,no
printf-coreutils_8-30_O2.text,csplit-coreutils_8-30_O2.text,text,0,-171,,no
printf-coreutils_8-30_O2.rodata,csplit-coreutils_8-30_O2.rodata,rodata,0,-434,,no
printf-coreutils_8-30_O2.data,csplit-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,stat-coreutils_8-30_O2,full,0,-271,,no
printf-coreutils_8-30_O2.text,stat-coreutils_8-30_O2.text,text,0,-225,,no
printf-coreutils_8-30_O2.rodata,stat-coreutils_8-30_O2.rodata,rodata,0,-1000,,no
printf-coreutils_8-30_O2.data,stat-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,numfmt-coreutils_8-30_O2,full,0,-240,,no
printf-coreutils_8-30_O2.text,numfmt-coreutils_8-30_O2.text,text,0,-65,,no
printf-coreutils_8-30_O2.rodata,numfmt-coreutils_8-30_O2.rodata,rodata,0,-774,,no
printf-coreutils_8-30_O2.data,numfmt-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,fmt-coreutils_8-30_O2,full,0,-237,,no
printf-coreutils_8-30_O2.text,fmt-coreutils_8-30_O2.text,text,0,-174,,no
printf-coreutils_8-30_O2.rodata,fmt-coreutils_8-30_O2.rodata,rodata,0,-774,,no
printf-coreutils_8-30_O2.data,fmt-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,sha1sum-coreutils_8-30_O2,full,0,-105,,no
printf-coreutils_8-30_O2.text,sha1sum-coreutils_8-30_O2.text,text,0,-165,,no
printf-coreutils_8-30_O2.rodata,sha1sum-coreutils_8-30_O2.rodata,rodata,0,-434,,no
printf-coreutils_8-30_O2.data,sha1sum-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,sync-coreutils_8-30_O2,full,0,-417,,no
printf-coreutils_8-30_O2.text,sync-coreutils_8-30_O2.text,text,0,-480,,no
printf-coreutils_8-30_O2.rodata,sync-coreutils_8-30_O2.rodata,rodata,0,-725,,no
printf-coreutils_8-30_O2.data,sync-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,env-coreutils_8-30_O2,full,0,-305,,no
printf-coreutils_8-30_O2.text,env-coreutils_8-30_O2.text,text,0,-234,,no
printf-coreutils_8-30_O2.rodata,env-coreutils_8-30_O2.rodata,rodata,0,-628,,no
printf-coreutils_8-30_O2.data,env-coreutils_8-30_O2.data,data,20,,,no
printf-coreutils_8-30_O2,tail-coreutils_8-30_O2,full,0,-320,,no
printf-coreutils_8-30_O2.text,tail-coreutils_8-30_O2.text,text,0,-291,,no
printf-coreutils_8-30_O2.rodata,tail-coreutils_8-30_O2.rodata,rodata,0,-834,,no
printf-coreutils_8-30_O2.data,tail-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,getlimits-coreutils_8-30_O2,full,0,-374,,no
printf-coreutils_8-30_O2.text,getlimits-coreutils_8-30_O2.text,text,0,-594,,no
printf-coreutils_8-30_O2.rodata,getlimits-coreutils_8-30_O2.rodata,rodata,0,-788,,no
printf-coreutils_8-30_O2.data,getlimits-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,uname-coreutils_8-30_O2,full,0,-377,,no
printf-coreutils_8-30_O2.text,uname-coreutils_8-30_O2.text,text,0,-362,,no
printf-coreutils_8-30_O2.rodata,uname-coreutils_8-30_O2.rodata,rodata,0,-722,,no
printf-coreutils_8-30_O2.data,uname-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,stty-coreutils_8-30_O2,full,0,-314,,no
printf-coreutils_8-30_O2.text,stty-coreutils_8-30_O2.text,text,0,-148,,no
printf-coreutils_8-30_O2.rodata,stty-coreutils_8-30_O2.rodata,rodata,0,-874,,no
printf-coreutils_8-30_O2.data,stty-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,chown-coreutils_8-30_O2,full,0,-302,,no
printf-coreutils_8-30_O2.text,chown-coreutils_8-30_O2.text,text,0,-220,,no
printf-coreutils_8-30_O2.rodata,chown-coreutils_8-30_O2.rodata,rodata,0,-685,,no
printf-coreutils_8-30_O2.data,chown-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,split-coreutils_8-30_O2,full,0,-120,,no
printf-coreutils_8-30_O2.text,split-coreutils_8-30_O2.text,text,0,-245,,no
printf-coreutils_8-30_O2.rodata,split-coreutils_8-30_O2.rodata,rodata,0,-622,,no
printf-coreutils_8-30_O2.data,split-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,basename-coreutils_8-30_O2,full,0,-391,,no
printf-coreutils_8-30_O2.text,basename-coreutils_8-30_O2.text,text,0,-440,,no
printf-coreutils_8-30_O2.rodata,basename-coreutils_8-30_O2.rodata,rodata,0,-585,,no
printf-coreutils_8-30_O2.data,basename-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,wc-coreutils_8-30_O2,full,0,-180,,no
printf-coreutils_8-30_O2.text,wc-coreutils_8-30_O2.text,text,0,-242,,no
printf-coreutils_8-30_O2.rodata,wc-coreutils_8-30_O2.rodata,rodata,0,-765,,no
printf-coreutils_8-30_O2.data,wc-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,df-coreutils_8-30_O2,full,0,-294,,no
printf-coreutils_8-30_O2.text,df-coreutils_8-30_O2.text,text,0,-248,,no
printf-coreutils_8-30_O2.rodata,df-coreutils_8-30_O2.rodata,rodata,0,-705,,no
printf-coreutils_8-30_O2.data,df-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,du-coreutils_8-30_O2,full,0,-488,,no
printf-coreutils_8-30_O2.text,du-coreutils_8-30_O2.text,text,0,-371,,no
printf-coreutils_8-30_O2.rodata,du-coreutils_8-30_O2.rodata,rodata,0,-688,,no
printf-coreutils_8-30_O2.data,du-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,tr-coreutils_8-30_O2,full,0,-191,,no
printf-coreutils_8-30_O2.text,tr-coreutils_8-30_O2.text,text,0,-274,,no
printf-coreutils_8-30_O2.rodata,tr-coreutils_8-30_O2.rodata,rodata,0,-602,,no
printf-coreutils_8-30_O2.data,tr-coreutils_8-30_O2.data,data,18,,,no
printf-coreutils_8-30_O2,unexpand-coreutils_8-30_O2,full,0,-277,,no
printf-coreutils_8-30_O2.text,unexpand-coreutils_8-30_O2.text,text,0,-345,,no
printf-coreutils_8-30_O2.rodata,unexpand-coreutils_8-30_O2.rodata,rodata,0,-737,,no
printf-coreutils_8-30_O2.data,unexpand-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,join-coreutils_8-30_O2,full,0,-168,,no
printf-coreutils_8-30_O2.text,join-coreutils_8-30_O2.text,text,0,-182,,no
printf-coreutils_8-30_O2.rodata,join-coreutils_8-30_O2.rodata,rodata,0,-477,,no
printf-coreutils_8-30_O2.data,join-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,sort-coreutils_8-30_O2,full,0,-417,,no
printf-coreutils_8-30_O2.text,sort-coreutils_8-30_O2.text,text,0,-382,,no
printf-coreutils_8-30_O2.rodata,sort-coreutils_8-30_O2.rodata,rodata,0,-954,,no
printf-coreutils_8-30_O2.data,sort-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,shred-coreutils_8-30_O2,full,0,-231,,no
printf-coreutils_8-30_O2.text,shred-coreutils_8-30_O2.text,text,0,-48,,no
printf-coreutils_8-30_O2.rodata,shred-coreutils_8-30_O2.rodata,rodata,0,-660,,no
printf-coreutils_8-30_O2.data,shred-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,uniq-coreutils_8-30_O2,full,0,-151,,no
printf-coreutils_8-30_O2.text,uniq-coreutils_8-30_O2.text,text,0,-282,,no
printf-coreutils_8-30_O2.rodata,uniq-coreutils_8-30_O2.rodata,rodata,0,-591,,no
printf-coreutils_8-30_O2.data,uniq-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,b2sum-coreutils_8-30_O2,full,0,-142,,no
printf-coreutils_8-30_O2.text,b2sum-coreutils_8-30_O2.text,text,0,-151,,no
printf-coreutils_8-30_O2.rodata,b2sum-coreutils_8-30_O2.rodata,rodata,0,-671,,no
printf-coreutils_8-30_O2.data,b2sum-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,printenv-coreutils_8-30_O2,full,0,-474,,no
printf-coreutils_8-30_O2.text,printenv-coreutils_8-30_O2.text,text,0,-442,,no
printf-coreutils_8-30_O2.rodata,printenv-coreutils_8-30_O2.rodata,rodata,0,-720,,no
printf-coreutils_8-30_O2.data,printenv-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,dirname-coreutils_8-30_O2,full,0,-548,,no
printf-coreutils_8-30_O2.text,dirname-coreutils_8-30_O2.text,text,0,-494,,no
printf-coreutils_8-30_O2.rodata,dirname-coreutils_8-30_O2.rodata,rodata,0,-562,,no
printf-coreutils_8-30_O2.data,dirname-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,uptime-coreutils_8-30_O2,full,0,-157,,no
printf-coreutils_8-30_O2.text,uptime-coreutils_8-30_O2.text,text,0,-128,,no
printf-coreutils_8-30_O2.rodata,uptime-coreutils_8-30_O2.rodata,rodata,0,-757,,no
printf-coreutils_8-30_O2.data,uptime-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,ptx-coreutils_8-30_O2,full,0,-234,,no
printf-coreutils_8-30_O2.text,ptx-coreutils_8-30_O2.text,text,0,-254,,no
printf-coreutils_8-30_O2.rodata,ptx-coreutils_8-30_O2.rodata,rodata,0,-505,,no
printf-coreutils_8-30_O2.data,ptx-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,ln-coreutils_8-30_O2,full,0,-242,,no
printf-coreutils_8-30_O2.text,ln-coreutils_8-30_O2.text,text,0,-225,,no
printf-coreutils_8-30_O2.rodata,ln-coreutils_8-30_O2.rodata,rodata,0,-537,,no
printf-coreutils_8-30_O2.data,ln-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,mknod-coreutils_8-30_O2,full,0,-240,,no
printf-coreutils_8-30_O2.text,mknod-coreutils_8-30_O2.text,text,0,-205,,no
printf-coreutils_8-30_O2.rodata,mknod-coreutils_8-30_O2.rodata,rodata,0,-440,,no
printf-coreutils_8-30_O2.data,mknod-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,shuf-coreutils_8-30_O2,full,0,-205,,no
printf-coreutils_8-30_O2.text,shuf-coreutils_8-30_O2.text,text,0,-114,,no
printf-coreutils_8-30_O2.rodata,shuf-coreutils_8-30_O2.rodata,rodata,0,-437,,no
printf-coreutils_8-30_O2.data,shuf-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,whoami-coreutils_8-30_O2,full,0,-457,,no
printf-coreutils_8-30_O2.text,whoami-coreutils_8-30_O2.text,text,0,-360,,no
printf-coreutils_8-30_O2.rodata,whoami-coreutils_8-30_O2.rodata,rodata,0,-860,,no
printf-coreutils_8-30_O2.data,whoami-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,make-prime-list-coreutils_8-30_O2,full,0,-1065,,no
printf-coreutils_8-30_O2.text,make-prime-list-coreutils_8-30_O2.text,text,0,-1142,,no
printf-coreutils_8-30_O2.rodata,make-prime-list-coreutils_8-30_O2.rodata,rodata,0,-1060,,no
printf-coreutils_8-30_O2.data,make-prime-list-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,fold-coreutils_8-30_O2,full,0,-217,,no
printf-coreutils_8-30_O2.text,fold-coreutils_8-30_O2.text,text,0,-314,,no
printf-coreutils_8-30_O2.rodata,fold-coreutils_8-30_O2.rodata,rodata,0,-928,,no
printf-coreutils_8-30_O2.data,fold-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,readlink-coreutils_8-30_O2,full,0,-211,,no
printf-coreutils_8-30_O2.text,readlink-coreutils_8-30_O2.text,text,0,-231,,no
printf-coreutils_8-30_O2.rodata,readlink-coreutils_8-30_O2.rodata,rodata,0,-654,,no
printf-coreutils_8-30_O2.data,readlink-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,dd-coreutils_8-30_O2,full,0,-231,,no
printf-coreutils_8-30_O2.text,dd-coreutils_8-30_O2.text,text,0,-200,,no
printf-coreutils_8-30_O2.rodata,dd-coreutils_8-30_O2.rodata,rodata,0,-694,,no
printf-coreutils_8-30_O2.data,dd-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,chmod-coreutils_8-30_O2,full,0,-202,,no
printf-coreutils_8-30_O2.text,chmod-coreutils_8-30_O2.text,text,0,-182,,no
printf-coreutils_8-30_O2.rodata,chmod-coreutils_8-30_O2.rodata,rodata,0,-411,,no
printf-coreutils_8-30_O2.data,chmod-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,true-coreutils_8-30_O2,full,0,-434,,no
printf-coreutils_8-30_O2.text,true-coreutils_8-30_O2.text,text,0,-482,,no
printf-coreutils_8-30_O2.rodata,true-coreutils_8-30_O2.rodata,rodata,0,-1000,,no
printf-coreutils_8-30_O2.data,true-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,ls-coreutils_8-30_O2,full,0,-477,,no
printf-coreutils_8-30_O2.text,ls-coreutils_8-30_O2.text,text,0,-454,,no
printf-coreutils_8-30_O2.rodata,ls-coreutils_8-30_O2.rodata,rodata,0,-1105,,no
printf-coreutils_8-30_O2.data,ls-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,sha384sum-coreutils_8-30_O2,full,0,-225,,no
printf-coreutils_8-30_O2.text,sha384sum-coreutils_8-30_O2.text,text,0,-317,,no
printf-coreutils_8-30_O2.rodata,sha384sum-coreutils_8-30_O2.rodata,rodata,0,-557,,no
printf-coreutils_8-30_O2.data,sha384sum-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,test-coreutils_8-30_O2,full,0,-120,,no
printf-coreutils_8-30_O2.text,test-coreutils_8-30_O2.text,text,0,-100,,no
printf-coreutils_8-30_O2.rodata,test-coreutils_8-30_O2.rodata,rodata,0,-788,,no
printf-coreutils_8-30_O2.data,test-coreutils_8-30_O2.data,data,19,,,no
printf-coreutils_8-30_O2,mkfifo-coreutils_8-30_O2,full,0,-208,,no
printf-coreutils_8-30_O2.text,mkfifo-coreutils_8-30_O2.text,text,0,-211,,no
printf-coreutils_8-30_O2.rodata,mkfifo-coreutils_8-30_O2.rodata,rodata,0,-668,,no
printf-coreutils_8-30_O2.data,mkfifo-coreutils_8-30_O2.data,data,20,,,no
printf-coreutils_8-30_O2,chroot-coreutils_8-30_O2,full,0,-217,,no
printf-coreutils_8-30_O2.text,chroot-coreutils_8-30_O2.text,text,0,-202,,no
printf-coreutils_8-30_O2.rodata,chroot-coreutils_8-30_O2.rodata,rodata,0,-802,,no
printf-coreutils_8-30_O2.data,chroot-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,vdir-coreutils_8-30_O2,full,0,-477,,no
printf-coreutils_8-30_O2.text,vdir-coreutils_8-30_O2.text,text,0,-454,,no
printf-coreutils_8-30_O2.rodata,vdir-coreutils_8-30_O2.rodata,rodata,0,-1105,,no
printf-coreutils_8-30_O2.data,vdir-coreutils_8-30_O2.data,data,0,,,no
printf-coreutils_8-30_O2,rm-coreutils_8-30_O2,full,0,-222,,no
printf-coreutils_8-30_O2.text,rm-coreutils_8-30_O2.text,text,0,-162,,no
printf-coreutils_8-30_O2.rodata,rm-coreutils_8-30_O2.rodata,rodata,0,-554,,no
printf-coreutils_8-30_O2.data,rm-coreutils_8-30_O2.data,data,0,,,no
